goods,country,link,year,rank,trade_type,retrieved
packaged medicines,Sweden,/the-world-factbook/countries/sweden,2019,2,exports,2023-03-31
refined petroleum,Sweden,/the-world-factbook/countries/sweden,2019,3,exports,2023-03-31
broadcasting equipment,Sweden,/the-world-factbook/countries/sweden,2019,4,exports,2023-03-31
lumber,Sweden,/the-world-factbook/countries/sweden,2019,5,exports,2023-03-31
gold,Switzerland,/the-world-factbook/countries/switzerland,2019,1,exports,2023-03-31
packaged medicines,Switzerland,/the-world-factbook/countries/switzerland,2019,2,exports,2023-03-31
medical cultures/vaccines,Switzerland,/the-world-factbook/countries/switzerland,2019,3,exports,2023-03-31
watches,Switzerland,/the-world-factbook/countries/switzerland,2019,4,exports,2023-03-31
jewelry,Switzerland,/the-world-factbook/countries/switzerland,2019,5,exports,2023-03-31
olive oil,Syria,/the-world-factbook/countries/syria,2019,1,exports,2023-03-31
cumin seeds,Syria,/the-world-factbook/countries/syria,2019,2,exports,2023-03-31
pistachios,Syria,/the-world-factbook/countries/syria,2019,3,exports,2023-03-31
tomatoes,Syria,/the-world-factbook/countries/syria,2019,4,exports,2023-03-31
apples,Syria,/the-world-factbook/countries/syria,2019,5,exports,2023-03-31
pears,Syria,/the-world-factbook/countries/syria,2019,6,exports,2023-03-31
spices,Syria,/the-world-factbook/countries/syria,2019,7,exports,2023-03-31
pitted fruits,Syria,/the-world-factbook/countries/syria,2019,8,exports,2023-03-31
integrated circuits,Taiwan,/the-world-factbook/countries/taiwan,2019,1,exports,2023-03-31
office machinery/parts,Taiwan,/the-world-factbook/countries/taiwan,2019,2,exports,2023-03-31
computers,Taiwan,/the-world-factbook/countries/taiwan,2019,3,exports,2023-03-31
refined petroleum,Taiwan,/the-world-factbook/countries/taiwan,2019,4,exports,2023-03-31
liquid crystal displays,Taiwan,/the-world-factbook/countries/taiwan,2019,5,exports,2023-03-31
gold,Tajikistan,/the-world-factbook/countries/tajikistan,2019,1,exports,2023-03-31
aluminum,Tajikistan,/the-world-factbook/countries/tajikistan,2019,2,exports,2023-03-31
cotton,Tajikistan,/the-world-factbook/countries/tajikistan,2019,3,exports,2023-03-31
zinc,Tajikistan,/the-world-factbook/countries/tajikistan,2019,4,exports,2023-03-31
antimony,Tajikistan,/the-world-factbook/countries/tajikistan,2019,5,exports,2023-03-31
lead,Tajikistan,/the-world-factbook/countries/tajikistan,2019,6,exports,2023-03-31
gold,Tanzania,/the-world-factbook/countries/tanzania,2020,1,exports,2023-03-31
cashews,Tanzania,/the-world-factbook/countries/tanzania,2020,2,exports,2023-03-31
copper,Tanzania,/the-world-factbook/countries/tanzania,2020,3,exports,2023-03-31
precious metals,Tanzania,/the-world-factbook/countries/tanzania,2020,4,exports,2023-03-31
legumes,Tanzania,/the-world-factbook/countries/tanzania,2020,5,exports,2023-03-31
office machinery/parts,Thailand,/the-world-factbook/countries/thailand,2019,1,exports,2023-03-31
cars and vehicle parts,Thailand,/the-world-factbook/countries/thailand,2019,2,exports,2023-03-31
integrated circuits,Thailand,/the-world-factbook/countries/thailand,2019,3,exports,2023-03-31
delivery trucks,Thailand,/the-world-factbook/countries/thailand,2019,4,exports,2023-03-31
gold,Thailand,/the-world-factbook/countries/thailand,2019,5,exports,2023-03-31
crude petroleum,Timor-Leste,/the-world-factbook/countries/timor-leste,2019,1,exports,2023-03-31
natural gas,Timor-Leste,/the-world-factbook/countries/timor-leste,2019,2,exports,2023-03-31
coffee,Timor-Leste,/the-world-factbook/countries/timor-leste,2019,3,exports,2023-03-31
various vegetables,Timor-Leste,/the-world-factbook/countries/timor-leste,2019,4,exports,2023-03-31
scrap iron,Timor-Leste,/the-world-factbook/countries/timor-leste,2019,5,exports,2023-03-31
refined petroleum,Togo,/the-world-factbook/countries/togo,2019,1,exports,2023-03-31
crude petroleum,Togo,/the-world-factbook/countries/togo,2019,2,exports,2023-03-31
electricity,Togo,/the-world-factbook/countries/togo,2019,3,exports,2023-03-31
calcium phosphates,Togo,/the-world-factbook/countries/togo,2019,4,exports,2023-03-31
cotton,Togo,/the-world-factbook/countries/togo,2019,5,exports,2023-03-31
oscilloscopes,Tokelau,/the-world-factbook/countries/tokelau,2019,1,exports,2023-03-31
house linens,Tokelau,/the-world-factbook/countries/tokelau,2019,2,exports,2023-03-31
fruits,Tokelau,/the-world-factbook/countries/tokelau,2019,3,exports,2023-03-31
nuts,Tokelau,/the-world-factbook/countries/tokelau,2019,4,exports,2023-03-31
recreational boats,Tokelau,/the-world-factbook/countries/tokelau,2019,5,exports,2023-03-31
iron products,Tokelau,/the-world-factbook/countries/tokelau,2019,6,exports,2023-03-31
squash,Tonga,/the-world-factbook/countries/tonga,2019,1,exports,2023-03-31
fish,Tonga,/the-world-factbook/countries/tonga,2019,2,exports,2023-03-31
various fruits and nuts,Tonga,/the-world-factbook/countries/tonga,2019,3,exports,2023-03-31
antiques,Tonga,/the-world-factbook/countries/tonga,2019,4,exports,2023-03-31
coral and shells,Tonga,/the-world-factbook/countries/tonga,2019,5,exports,2023-03-31
natural gas,Trinidad and Tobago,/the-world-factbook/countries/trinidad-and-tobago,2019,1,exports,2023-03-31
industrial alcohols,Trinidad and Tobago,/the-world-factbook/countries/trinidad-and-tobago,2019,2,exports,2023-03-31
crude petroleum,Trinidad and Tobago,/the-world-factbook/countries/trinidad-and-tobago,2019,3,exports,2023-03-31
ammonia,Trinidad and Tobago,/the-world-factbook/countries/trinidad-and-tobago,2019,4,exports,2023-03-31
iron products,Trinidad and Tobago,/the-world-factbook/countries/trinidad-and-tobago,2019,5,exports,2023-03-31
refined petroleum,Trinidad and Tobago,/the-world-factbook/countries/trinidad-and-tobago,2019,6,exports,2023-03-31
insulated wiring,Tunisia,/the-world-factbook/countries/tunisia,2019,1,exports,2023-03-31
clothing and apparel,Tunisia,/the-world-factbook/countries/tunisia,2019,2,exports,2023-03-31
crude petroleum,Tunisia,/the-world-factbook/countries/tunisia,2019,3,exports,2023-03-31
olive oil,Tunisia,/the-world-factbook/countries/tunisia,2019,4,exports,2023-03-31
vehicle parts,Tunisia,/the-world-factbook/countries/tunisia,2019,5,exports,2023-03-31
cars and vehicle parts,Turkey (Turkiye),/the-world-factbook/countries/turkey-turkiye,2019,1,exports,2023-03-31
refined petroleum,Turkey (Turkiye),/the-world-factbook/countries/turkey-turkiye,2019,2,exports,2023-03-31
delivery trucks,Turkey (Turkiye),/the-world-factbook/countries/turkey-turkiye,2019,3,exports,2023-03-31
jewelry,Turkey (Turkiye),/the-world-factbook/countries/turkey-turkiye,2019,4,exports,2023-03-31
clothing and apparel,Turkey (Turkiye),/the-world-factbook/countries/turkey-turkiye,2019,5,exports,2023-03-31
natural gas,Turkmenistan,/the-world-factbook/countries/turkmenistan,2019,1,exports,2023-03-31
refined petroleum,Turkmenistan,/the-world-factbook/countries/turkmenistan,2019,2,exports,2023-03-31
crude petroleum,Turkmenistan,/the-world-factbook/countries/turkmenistan,2019,3,exports,2023-03-31
cotton fibers,Turkmenistan,/the-world-factbook/countries/turkmenistan,2019,4,exports,2023-03-31
fertilizers,Turkmenistan,/the-world-factbook/countries/turkmenistan,2019,5,exports,2023-03-31
plastic building materials,Turks and Caicos Islands,/the-world-factbook/countries/turks-and-caicos-islands,2019,1,exports,2023-03-31
stone processing machinery,Turks and Caicos Islands,/the-world-factbook/countries/turks-and-caicos-islands,2019,2,exports,2023-03-31
iron structures,Turks and Caicos Islands,/the-world-factbook/countries/turks-and-caicos-islands,2019,3,exports,2023-03-31
crustaceans,Turks and Caicos Islands,/the-world-factbook/countries/turks-and-caicos-islands,2019,4,exports,2023-03-31
integrated circuits,Turks and Caicos Islands,/the-world-factbook/countries/turks-and-caicos-islands,2019,5,exports,2023-03-31
fish,Tuvalu,/the-world-factbook/countries/tuvalu,2019,1,exports,2023-03-31
ships,Tuvalu,/the-world-factbook/countries/tuvalu,2019,2,exports,2023-03-31
coins,Tuvalu,/the-world-factbook/countries/tuvalu,2019,3,exports,2023-03-31
metal-clad products,Tuvalu,/the-world-factbook/countries/tuvalu,2019,4,exports,2023-03-31
electrical power accessories,Tuvalu,/the-world-factbook/countries/tuvalu,2019,5,exports,2023-03-31
gold,Uganda,/the-world-factbook/countries/uganda,2019,1,exports,2023-03-31
coffee,Uganda,/the-world-factbook/countries/uganda,2019,2,exports,2023-03-31
milk,Uganda,/the-world-factbook/countries/uganda,2019,3,exports,2023-03-31
fish and fish products,Uganda,/the-world-factbook/countries/uganda,2019,4,exports,2023-03-31
tobacco,Uganda,/the-world-factbook/countries/uganda,2019,5,exports,2023-03-31
corn,Ukraine,/the-world-factbook/countries/ukraine,2019,1,exports,2023-03-31
sunflower seed oils,Ukraine,/the-world-factbook/countries/ukraine,2019,2,exports,2023-03-31
iron and iron products,Ukraine,/the-world-factbook/countries/ukraine,2019,3,exports,2023-03-31
wheat,Ukraine,/the-world-factbook/countries/ukraine,2019,4,exports,2023-03-31
insulated wiring,Ukraine,/the-world-factbook/countries/ukraine,2019,5,exports,2023-03-31
rapeseed,Ukraine,/the-world-factbook/countries/ukraine,2019,6,exports,2023-03-31
crude petroleum,United Arab Emirates,/the-world-factbook/countries/united-arab-emirates,2019,1,exports,2023-03-31
refined petroleum,United Arab Emirates,/the-world-factbook/countries/united-arab-emirates,2019,2,exports,2023-03-31
gold,United Arab Emirates,/the-world-factbook/countries/united-arab-emirates,2019,3,exports,2023-03-31
jewelry,United Arab Emirates,/the-world-factbook/countries/united-arab-emirates,2019,4,exports,2023-03-31
broadcasting equipment,United Arab Emirates,/the-world-factbook/countries/united-arab-emirates,2019,5,exports,2023-03-31
cars,United Kingdom,/the-world-factbook/countries/united-kingdom,2019,1,exports,2023-03-31
gas turbines,United Kingdom,/the-world-factbook/countries/united-kingdom,2019,2,exports,2023-03-31
gold,United Kingdom,/the-world-factbook/countries/united-kingdom,2019,3,exports,2023-03-31
crude petroleum,United Kingdom,/the-world-factbook/countries/united-kingdom,2019,4,exports,2023-03-31
packaged medicines,United Kingdom,/the-world-factbook/countries/united-kingdom,2019,5,exports,2023-03-31
refined petroleum,United States,/the-world-factbook/countries/united-states,2019,1,exports,2023-03-31
crude petroleum,United States,/the-world-factbook/countries/united-states,2019,2,exports,2023-03-31
cars and vehicle parts,United States,/the-world-factbook/countries/united-states,2019,3,exports,2023-03-31
integrated circuits,United States,/the-world-factbook/countries/united-states,2019,4,exports,2023-03-31
aircraft,United States,/the-world-factbook/countries/united-states,2019,5,exports,2023-03-31
sulfate wood pulp,Uruguay,/the-world-factbook/countries/uruguay,2019,1,exports,2023-03-31
beef,Uruguay,/the-world-factbook/countries/uruguay,2019,2,exports,2023-03-31
soybeans,Uruguay,/the-world-factbook/countries/uruguay,2019,3,exports,2023-03-31
concentrated milk,Uruguay,/the-world-factbook/countries/uruguay,2019,4,exports,2023-03-31
rice,Uruguay,/the-world-factbook/countries/uruguay,2019,5,exports,2023-03-31
gold,Uzbekistan,/the-world-factbook/countries/uzbekistan,2019,1,exports,2023-03-31
natural gas,Uzbekistan,/the-world-factbook/countries/uzbekistan,2019,2,exports,2023-03-31
cotton fibers,Uzbekistan,/the-world-factbook/countries/uzbekistan,2019,3,exports,2023-03-31
copper,Uzbekistan,/the-world-factbook/countries/uzbekistan,2019,4,exports,2023-03-31
ethylene polymers,Uzbekistan,/the-world-factbook/countries/uzbekistan,2019,5,exports,2023-03-31
fish and fish products,Vanuatu,/the-world-factbook/countries/vanuatu,2019,1,exports,2023-03-31
tug boats,Vanuatu,/the-world-factbook/countries/vanuatu,2019,2,exports,2023-03-31
perfume plants,Vanuatu,/the-world-factbook/countries/vanuatu,2019,3,exports,2023-03-31
mollusks,Vanuatu,/the-world-factbook/countries/vanuatu,2019,4,exports,2023-03-31
cocoa beans,Vanuatu,/the-world-factbook/countries/vanuatu,2019,5,exports,2023-03-31
crude petroleum,Venezuela,/the-world-factbook/countries/venezuela,2019,1,exports,2023-03-31
refined petroleum,Venezuela,/the-world-factbook/countries/venezuela,2019,2,exports,2023-03-31
industrial alcohols,Venezuela,/the-world-factbook/countries/venezuela,2019,3,exports,2023-03-31
gold,Venezuela,/the-world-factbook/countries/venezuela,2019,4,exports,2023-03-31
iron,Venezuela,/the-world-factbook/countries/venezuela,2019,5,exports,2023-03-31
broadcasting equipment,Vietnam,/the-world-factbook/countries/vietnam,2019,1,exports,2023-03-31
telephones,Vietnam,/the-world-factbook/countries/vietnam,2019,2,exports,2023-03-31
integrated circuits,Vietnam,/the-world-factbook/countries/vietnam,2019,3,exports,2023-03-31
footwear,Vietnam,/the-world-factbook/countries/vietnam,2019,4,exports,2023-03-31
furniture,Vietnam,/the-world-factbook/countries/vietnam,2019,5,exports,2023-03-31
refined petroleum,Virgin Islands,/the-world-factbook/countries/virgin-islands,2019,1,exports,2023-03-31
jewelry,Virgin Islands,/the-world-factbook/countries/virgin-islands,2019,2,exports,2023-03-31
recreational boats,Virgin Islands,/the-world-factbook/countries/virgin-islands,2019,3,exports,2023-03-31
watches,Virgin Islands,/the-world-factbook/countries/virgin-islands,2019,4,exports,2023-03-31
rum,Virgin Islands,/the-world-factbook/countries/virgin-islands,2019,5,exports,2023-03-31
integrated circuits,Wallis and Futuna,/the-world-factbook/countries/wallis-and-futuna,2019,1,exports,2023-03-31
jewelry,Wallis and Futuna,/the-world-factbook/countries/wallis-and-futuna,2019,2,exports,2023-03-31
cars,Wallis and Futuna,/the-world-factbook/countries/wallis-and-futuna,2019,3,exports,2023-03-31
aircraft parts,Wallis and Futuna,/the-world-factbook/countries/wallis-and-futuna,2019,4,exports,2023-03-31
polyacetals,Wallis and Futuna,/the-world-factbook/countries/wallis-and-futuna,2019,5,exports,2023-03-31
stone,West Bank,/the-world-factbook/countries/west-bank,,1,exports,2023-03-31
olives,West Bank,/the-world-factbook/countries/west-bank,,2,exports,2023-03-31
fruit,West Bank,/the-world-factbook/countries/west-bank,,3,exports,2023-03-31
vegetables,West Bank,/the-world-factbook/countries/west-bank,,4,exports,2023-03-31
limestone,West Bank,/the-world-factbook/countries/west-bank,,5,exports,2023-03-31
crude petroleum,Yemen,/the-world-factbook/countries/yemen,2019,1,exports,2023-03-31
gold,Yemen,/the-world-factbook/countries/yemen,2019,2,exports,2023-03-31
fish,Yemen,/the-world-factbook/countries/yemen,2019,3,exports,2023-03-31
industrial chemical liquids,Yemen,/the-world-factbook/countries/yemen,2019,4,exports,2023-03-31
scrap iron,Yemen,/the-world-factbook/countries/yemen,2019,5,exports,2023-03-31
copper,Zambia,/the-world-factbook/countries/zambia,2020,1,exports,2023-03-31
gold,Zambia,/the-world-factbook/countries/zambia,2020,2,exports,2023-03-31
gemstones,Zambia,/the-world-factbook/countries/zambia,2020,3,exports,2023-03-31
tobacco,Zambia,/the-world-factbook/countries/zambia,2020,4,exports,2023-03-31
cement,Zambia,/the-world-factbook/countries/zambia,2020,5,exports,2023-03-31
gold,Zimbabwe,/the-world-factbook/countries/zimbabwe,2019,1,exports,2023-03-31
tobacco,Zimbabwe,/the-world-factbook/countries/zimbabwe,2019,2,exports,2023-03-31
iron alloys,Zimbabwe,/the-world-factbook/countries/zimbabwe,2019,3,exports,2023-03-31
nickel,Zimbabwe,/the-world-factbook/countries/zimbabwe,2019,4,exports,2023-03-31
diamonds,Zimbabwe,/the-world-factbook/countries/zimbabwe,2019,5,exports,2023-03-31
jewelry,Zimbabwe,/the-world-factbook/countries/zimbabwe,2019,6,exports,2023-03-31
