goods,country,link,year,rank,trade_type,retrieved
electrical capacitors,El Salvador,/the-world-factbook/countries/el-salvador,2019,2,exports,2023-03-31
plastic lids,El Salvador,/the-world-factbook/countries/el-salvador,2019,3,exports,2023-03-31
raw sugar,El Salvador,/the-world-factbook/countries/el-salvador,2019,4,exports,2023-03-31
toilet paper,El Salvador,/the-world-factbook/countries/el-salvador,2019,5,exports,2023-03-31
crude petroleum,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,1,exports,2023-03-31
natural gas,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,2,exports,2023-03-31
industrial alcohols,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,3,exports,2023-03-31
lumber,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,4,exports,2023-03-31
veneer sheeting,Equatorial Guinea,/the-world-factbook/countries/equatorial-guinea,2019,5,exports,2023-03-31
gold and other minerals,Eritrea,/the-world-factbook/countries/eritrea,,1,exports,2023-03-31
livestock,Eritrea,/the-world-factbook/countries/eritrea,,2,exports,2023-03-31
sorghum,Eritrea,/the-world-factbook/countries/eritrea,,3,exports,2023-03-31
textiles,Eritrea,/the-world-factbook/countries/eritrea,,4,exports,2023-03-31
food,Eritrea,/the-world-factbook/countries/eritrea,,5,exports,2023-03-31
small industry manufactures,Eritrea,/the-world-factbook/countries/eritrea,,6,exports,2023-03-31
broadcasting equipment,Estonia,/the-world-factbook/countries/estonia,2019,1,exports,2023-03-31
refined petroleum,Estonia,/the-world-factbook/countries/estonia,2019,2,exports,2023-03-31
coal tar oil,Estonia,/the-world-factbook/countries/estonia,2019,3,exports,2023-03-31
cars,Estonia,/the-world-factbook/countries/estonia,2019,4,exports,2023-03-31
prefabricated buildings,Estonia,/the-world-factbook/countries/estonia,2019,5,exports,2023-03-31
soft drink concentrates,Eswatini,/the-world-factbook/countries/eswatini,,1,exports,2023-03-31
sugar,Eswatini,/the-world-factbook/countries/eswatini,,2,exports,2023-03-31
timber,Eswatini,/the-world-factbook/countries/eswatini,,3,exports,2023-03-31
cotton yarn,Eswatini,/the-world-factbook/countries/eswatini,,4,exports,2023-03-31
refrigerators,Eswatini,/the-world-factbook/countries/eswatini,,5,exports,2023-03-31
citrus,Eswatini,/the-world-factbook/countries/eswatini,,6,exports,2023-03-31
canned fruit,Eswatini,/the-world-factbook/countries/eswatini,,7,exports,2023-03-31
coffee,Ethiopia,/the-world-factbook/countries/ethiopia,2019,1,exports,2023-03-31
sesame seeds,Ethiopia,/the-world-factbook/countries/ethiopia,2019,2,exports,2023-03-31
gold,Ethiopia,/the-world-factbook/countries/ethiopia,2019,3,exports,2023-03-31
cut flowers,Ethiopia,/the-world-factbook/countries/ethiopia,2019,4,exports,2023-03-31
zinc,Ethiopia,/the-world-factbook/countries/ethiopia,2019,5,exports,2023-03-31
mollusks,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,1,exports,2023-03-31
fish,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,2,exports,2023-03-31
wool,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,3,exports,2023-03-31
sheep/goat meats,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,4,exports,2023-03-31
engine parts,Falkland Islands (Islas Malvinas),/the-world-factbook/countries/falkland-islands-islas-malvinas,2019,5,exports,2023-03-31
fish and fish products (97%),Faroe Islands,/the-world-factbook/countries/faroe-islands,2017,1,exports,2023-03-31
water,Fiji,/the-world-factbook/countries/fiji,2019,1,exports,2023-03-31
refined petroleum,Fiji,/the-world-factbook/countries/fiji,2019,2,exports,2023-03-31
fish,Fiji,/the-world-factbook/countries/fiji,2019,3,exports,2023-03-31
raw sugar,Fiji,/the-world-factbook/countries/fiji,2019,4,exports,2023-03-31
gold,Fiji,/the-world-factbook/countries/fiji,2019,5,exports,2023-03-31
refined petroleum,Finland,/the-world-factbook/countries/finland,2019,1,exports,2023-03-31
paper and wood pulp products,Finland,/the-world-factbook/countries/finland,2019,2,exports,2023-03-31
cars,Finland,/the-world-factbook/countries/finland,2019,3,exports,2023-03-31
stainless steel,Finland,/the-world-factbook/countries/finland,2019,4,exports,2023-03-31
lumber,Finland,/the-world-factbook/countries/finland,2019,5,exports,2023-03-31
aircraft,France,/the-world-factbook/countries/france,2019,1,exports,2023-03-31
packaged medicines,France,/the-world-factbook/countries/france,2019,2,exports,2023-03-31
cars and vehicle parts,France,/the-world-factbook/countries/france,2019,3,exports,2023-03-31
gas turbines,France,/the-world-factbook/countries/france,2019,4,exports,2023-03-31
wine,France,/the-world-factbook/countries/france,2019,5,exports,2023-03-31
cultured pearls,French Polynesia,/the-world-factbook/countries/french-polynesia,,1,exports,2023-03-31
coconut products,French Polynesia,/the-world-factbook/countries/french-polynesia,,2,exports,2023-03-31
mother-of-pearl,French Polynesia,/the-world-factbook/countries/french-polynesia,,3,exports,2023-03-31
vanilla,French Polynesia,/the-world-factbook/countries/french-polynesia,,4,exports,2023-03-31
shark meat,French Polynesia,/the-world-factbook/countries/french-polynesia,,5,exports,2023-03-31
crude petroleum,Gabon,/the-world-factbook/countries/gabon,2019,1,exports,2023-03-31
manganese,Gabon,/the-world-factbook/countries/gabon,2019,2,exports,2023-03-31
lumber,Gabon,/the-world-factbook/countries/gabon,2019,3,exports,2023-03-31
veneer sheeting,Gabon,/the-world-factbook/countries/gabon,2019,4,exports,2023-03-31
refined petroleum,Gabon,/the-world-factbook/countries/gabon,2019,5,exports,2023-03-31
lumber,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,1,exports,2023-03-31
cashews,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,2,exports,2023-03-31
refined petroleum,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,3,exports,2023-03-31
fish oil,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,4,exports,2023-03-31
ground nut oil,"Gambia, The",/the-world-factbook/countries/gambia-the,2019,5,exports,2023-03-31
strawberries,Gaza Strip,/the-world-factbook/countries/gaza-strip,,1,exports,2023-03-31
carnations,Gaza Strip,/the-world-factbook/countries/gaza-strip,,2,exports,2023-03-31
vegetables,Gaza Strip,/the-world-factbook/countries/gaza-strip,,3,exports,2023-03-31
fish,Gaza Strip,/the-world-factbook/countries/gaza-strip,,4,exports,2023-03-31
copper,Georgia,/the-world-factbook/countries/georgia,2019,1,exports,2023-03-31
cars,Georgia,/the-world-factbook/countries/georgia,2019,2,exports,2023-03-31
iron alloys,Georgia,/the-world-factbook/countries/georgia,2019,3,exports,2023-03-31
wine,Georgia,/the-world-factbook/countries/georgia,2019,4,exports,2023-03-31
packaged medicines,Georgia,/the-world-factbook/countries/georgia,2019,5,exports,2023-03-31
cars and vehicle parts,Germany,/the-world-factbook/countries/germany,2020,1,exports,2023-03-31
packaged medicines,Germany,/the-world-factbook/countries/germany,2020,2,exports,2023-03-31
medical cultures/vaccines,Germany,/the-world-factbook/countries/germany,2020,3,exports,2023-03-31
aircraft,Germany,/the-world-factbook/countries/germany,2020,4,exports,2023-03-31
industrial machinery,Germany,/the-world-factbook/countries/germany,2020,5,exports,2023-03-31
gold,Ghana,/the-world-factbook/countries/ghana,2019,1,exports,2023-03-31
crude petroleum,Ghana,/the-world-factbook/countries/ghana,2019,2,exports,2023-03-31
cocoa products,Ghana,/the-world-factbook/countries/ghana,2019,3,exports,2023-03-31
manganese,Ghana,/the-world-factbook/countries/ghana,2019,4,exports,2023-03-31
cashews,Ghana,/the-world-factbook/countries/ghana,2019,5,exports,2023-03-31
cars,Gibraltar,/the-world-factbook/countries/gibraltar,2019,1,exports,2023-03-31
ships,Gibraltar,/the-world-factbook/countries/gibraltar,2019,2,exports,2023-03-31
refined petroleum,Gibraltar,/the-world-factbook/countries/gibraltar,2019,3,exports,2023-03-31
fish,Gibraltar,/the-world-factbook/countries/gibraltar,2019,4,exports,2023-03-31
recreational boats,Gibraltar,/the-world-factbook/countries/gibraltar,2019,5,exports,2023-03-31
refined petroleum,Greece,/the-world-factbook/countries/greece,2019,1,exports,2023-03-31
packaged medicines,Greece,/the-world-factbook/countries/greece,2019,2,exports,2023-03-31
aluminum plating,Greece,/the-world-factbook/countries/greece,2019,3,exports,2023-03-31
computers,Greece,/the-world-factbook/countries/greece,2019,4,exports,2023-03-31
cotton,Greece,/the-world-factbook/countries/greece,2019,5,exports,2023-03-31
fish,Greenland,/the-world-factbook/countries/greenland,2019,1,exports,2023-03-31
crustaceans,Greenland,/the-world-factbook/countries/greenland,2019,2,exports,2023-03-31
fishing ships,Greenland,/the-world-factbook/countries/greenland,2019,3,exports,2023-03-31
fish,Grenada,/the-world-factbook/countries/grenada,2019,1,exports,2023-03-31
nutmeg,Grenada,/the-world-factbook/countries/grenada,2019,2,exports,2023-03-31
cocoa beans,Grenada,/the-world-factbook/countries/grenada,2019,3,exports,2023-03-31
fruits,Grenada,/the-world-factbook/countries/grenada,2019,4,exports,2023-03-31
wheat,Grenada,/the-world-factbook/countries/grenada,2019,5,exports,2023-03-31
toilet paper,Grenada,/the-world-factbook/countries/grenada,2019,6,exports,2023-03-31
scrap iron,Guam,/the-world-factbook/countries/guam,2019,1,exports,2023-03-31
electric batteries,Guam,/the-world-factbook/countries/guam,2019,2,exports,2023-03-31
gas turbines,Guam,/the-world-factbook/countries/guam,2019,3,exports,2023-03-31
scrap copper,Guam,/the-world-factbook/countries/guam,2019,4,exports,2023-03-31
beauty products,Guam,/the-world-factbook/countries/guam,2019,5,exports,2023-03-31
bananas,Guatemala,/the-world-factbook/countries/guatemala,2019,1,exports,2023-03-31
raw sugar,Guatemala,/the-world-factbook/countries/guatemala,2019,2,exports,2023-03-31
coffee,Guatemala,/the-world-factbook/countries/guatemala,2019,3,exports,2023-03-31
cardamom,Guatemala,/the-world-factbook/countries/guatemala,2019,4,exports,2023-03-31
palm oil,Guatemala,/the-world-factbook/countries/guatemala,2019,5,exports,2023-03-31
tomatoes,Guernsey,/the-world-factbook/countries/guernsey,,1,exports,2023-03-31
flowers and ferns,Guernsey,/the-world-factbook/countries/guernsey,,2,exports,2023-03-31
sweet peppers,Guernsey,/the-world-factbook/countries/guernsey,,3,exports,2023-03-31
eggplant,Guernsey,/the-world-factbook/countries/guernsey,,4,exports,2023-03-31
other vegetables,Guernsey,/the-world-factbook/countries/guernsey,,5,exports,2023-03-31
aluminum,Guinea,/the-world-factbook/countries/guinea,2019,1,exports,2023-03-31
gold,Guinea,/the-world-factbook/countries/guinea,2019,2,exports,2023-03-31
bauxite,Guinea,/the-world-factbook/countries/guinea,2019,3,exports,2023-03-31
diamonds,Guinea,/the-world-factbook/countries/guinea,2019,4,exports,2023-03-31
fish,Guinea,/the-world-factbook/countries/guinea,2019,5,exports,2023-03-31
cashews,Guinea,/the-world-factbook/countries/guinea,2019,6,exports,2023-03-31
cashews,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,1,exports,2023-03-31
gold,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,2,exports,2023-03-31
fish,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,3,exports,2023-03-31
lumber,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,4,exports,2023-03-31
aluminum ores,Guinea-Bissau,/the-world-factbook/countries/guinea-bissau,2019,5,exports,2023-03-31
ships,Guyana,/the-world-factbook/countries/guyana,2019,1,exports,2023-03-31
gold,Guyana,/the-world-factbook/countries/guyana,2019,2,exports,2023-03-31
shipping containers,Guyana,/the-world-factbook/countries/guyana,2019,3,exports,2023-03-31
excavation machinery,Guyana,/the-world-factbook/countries/guyana,2019,4,exports,2023-03-31
aluminum ores,Guyana,/the-world-factbook/countries/guyana,2019,5,exports,2023-03-31
rice,Guyana,/the-world-factbook/countries/guyana,2019,6,exports,2023-03-31
clothing and apparel,Haiti,/the-world-factbook/countries/haiti,2019,1,exports,2023-03-31
eels,Haiti,/the-world-factbook/countries/haiti,2019,2,exports,2023-03-31
essential oils,Haiti,/the-world-factbook/countries/haiti,2019,3,exports,2023-03-31
perfumes,Haiti,/the-world-factbook/countries/haiti,2019,4,exports,2023-03-31
mangoes,Haiti,/the-world-factbook/countries/haiti,2019,5,exports,2023-03-31
cocoa beans,Haiti,/the-world-factbook/countries/haiti,2019,6,exports,2023-03-31
clothing and apparel,Honduras,/the-world-factbook/countries/honduras,2019,1,exports,2023-03-31
coffee,Honduras,/the-world-factbook/countries/honduras,2019,2,exports,2023-03-31
insulated wiring,Honduras,/the-world-factbook/countries/honduras,2019,3,exports,2023-03-31
bananas,Honduras,/the-world-factbook/countries/honduras,2019,4,exports,2023-03-31
palm oil,Honduras,/the-world-factbook/countries/honduras,2019,5,exports,2023-03-31
gold,Hong Kong,/the-world-factbook/countries/hong-kong,2019,1,exports,2023-03-31
broadcasting equipment,Hong Kong,/the-world-factbook/countries/hong-kong,2019,2,exports,2023-03-31
integrated circuits,Hong Kong,/the-world-factbook/countries/hong-kong,2019,3,exports,2023-03-31
diamonds,Hong Kong,/the-world-factbook/countries/hong-kong,2019,4,exports,2023-03-31
telephones,Hong Kong,/the-world-factbook/countries/hong-kong,2019,5,exports,2023-03-31
cars and vehicle parts,Hungary,/the-world-factbook/countries/hungary,2019,1,exports,2023-03-31
packaged medicines,Hungary,/the-world-factbook/countries/hungary,2019,2,exports,2023-03-31
spark-ignition engines,Hungary,/the-world-factbook/countries/hungary,2019,3,exports,2023-03-31
video displays,Hungary,/the-world-factbook/countries/hungary,2019,4,exports,2023-03-31
broadcasting equipment,Hungary,/the-world-factbook/countries/hungary,2019,5,exports,2023-03-31
aluminum and aluminum products,Iceland,/the-world-factbook/countries/iceland,2019,1,exports,2023-03-31
fish products,Iceland,/the-world-factbook/countries/iceland,2019,2,exports,2023-03-31
aircraft,Iceland,/the-world-factbook/countries/iceland,2019,3,exports,2023-03-31
iron alloys,Iceland,/the-world-factbook/countries/iceland,2019,4,exports,2023-03-31
animal meal,Iceland,/the-world-factbook/countries/iceland,2019,5,exports,2023-03-31
refined petroleum,India,/the-world-factbook/countries/india,2019,1,exports,2023-03-31
diamonds,India,/the-world-factbook/countries/india,2019,2,exports,2023-03-31
packaged medicines,India,/the-world-factbook/countries/india,2019,3,exports,2023-03-31
jewelry,India,/the-world-factbook/countries/india,2019,4,exports,2023-03-31
cars,India,/the-world-factbook/countries/india,2019,5,exports,2023-03-31
coal,Indonesia,/the-world-factbook/countries/indonesia,2019,1,exports,2023-03-31
palm oil,Indonesia,/the-world-factbook/countries/indonesia,2019,2,exports,2023-03-31
natural gas,Indonesia,/the-world-factbook/countries/indonesia,2019,3,exports,2023-03-31
cars,Indonesia,/the-world-factbook/countries/indonesia,2019,4,exports,2023-03-31
gold,Indonesia,/the-world-factbook/countries/indonesia,2019,5,exports,2023-03-31
crude petroleum,Iran,/the-world-factbook/countries/iran,2019,1,exports,2023-03-31
polymers,Iran,/the-world-factbook/countries/iran,2019,2,exports,2023-03-31
industrial alcohols,Iran,/the-world-factbook/countries/iran,2019,3,exports,2023-03-31
iron,Iran,/the-world-factbook/countries/iran,2019,4,exports,2023-03-31
pistachios,Iran,/the-world-factbook/countries/iran,2019,5,exports,2023-03-31
crude petroleum,Iraq,/the-world-factbook/countries/iraq,2019,1,exports,2023-03-31
refined petroleum,Iraq,/the-world-factbook/countries/iraq,2019,2,exports,2023-03-31
gold,Iraq,/the-world-factbook/countries/iraq,2019,3,exports,2023-03-31
dates,Iraq,/the-world-factbook/countries/iraq,2019,4,exports,2023-03-31
petroleum coke,Iraq,/the-world-factbook/countries/iraq,2019,5,exports,2023-03-31
medical cultures/vaccines,Ireland,/the-world-factbook/countries/ireland,2019,1,exports,2023-03-31
nitrogen compounds,Ireland,/the-world-factbook/countries/ireland,2019,2,exports,2023-03-31
packaged medicines,Ireland,/the-world-factbook/countries/ireland,2019,3,exports,2023-03-31
integrated circuits,Ireland,/the-world-factbook/countries/ireland,2019,4,exports,2023-03-31
scented mixtures,Ireland,/the-world-factbook/countries/ireland,2019,5,exports,2023-03-31
tweeds,Isle of Man,/the-world-factbook/countries/isle-of-man,,1,exports,2023-03-31
herring,Isle of Man,/the-world-factbook/countries/isle-of-man,,2,exports,2023-03-31
processed shellfish,Isle of Man,/the-world-factbook/countries/isle-of-man,,3,exports,2023-03-31
beef,Isle of Man,/the-world-factbook/countries/isle-of-man,,4,exports,2023-03-31
lamb,Isle of Man,/the-world-factbook/countries/isle-of-man,,5,exports,2023-03-31
diamonds,Israel,/the-world-factbook/countries/israel,2019,1,exports,2023-03-31
packaged medicines,Israel,/the-world-factbook/countries/israel,2019,2,exports,2023-03-31
medical instruments,Israel,/the-world-factbook/countries/israel,2019,3,exports,2023-03-31
integrated circuits,Israel,/the-world-factbook/countries/israel,2019,4,exports,2023-03-31
refined petroleum,Israel,/the-world-factbook/countries/israel,2019,5,exports,2023-03-31
packaged medicines,Italy,/the-world-factbook/countries/italy,2019,1,exports,2023-03-31
cars and vehicle parts,Italy,/the-world-factbook/countries/italy,2019,2,exports,2023-03-31
refined petroleum,Italy,/the-world-factbook/countries/italy,2019,3,exports,2023-03-31
valves,Italy,/the-world-factbook/countries/italy,2019,4,exports,2023-03-31
trunks/cases,Italy,/the-world-factbook/countries/italy,2019,5,exports,2023-03-31
wine,Italy,/the-world-factbook/countries/italy,2019,6,exports,2023-03-31
bauxite,Jamaica,/the-world-factbook/countries/jamaica,2019,1,exports,2023-03-31
refined petroleum,Jamaica,/the-world-factbook/countries/jamaica,2019,2,exports,2023-03-31
aluminum,Jamaica,/the-world-factbook/countries/jamaica,2019,3,exports,2023-03-31
rum,Jamaica,/the-world-factbook/countries/jamaica,2019,4,exports,2023-03-31
fruits,Jamaica,/the-world-factbook/countries/jamaica,2019,5,exports,2023-03-31
nuts,Jamaica,/the-world-factbook/countries/jamaica,2019,6,exports,2023-03-31
cars and vehicle parts,Japan,/the-world-factbook/countries/japan,2020,1,exports,2023-03-31
integrated circuits,Japan,/the-world-factbook/countries/japan,2020,2,exports,2023-03-31
personal appliances,Japan,/the-world-factbook/countries/japan,2020,3,exports,2023-03-31
photo equipment,Japan,/the-world-factbook/countries/japan,2020,4,exports,2023-03-31
ships,Japan,/the-world-factbook/countries/japan,2020,5,exports,2023-03-31
light industrial and electrical goods,Jersey,/the-world-factbook/countries/jersey,,1,exports,2023-03-31
dairy cattle,Jersey,/the-world-factbook/countries/jersey,,2,exports,2023-03-31
foodstuffs,Jersey,/the-world-factbook/countries/jersey,,3,exports,2023-03-31
textiles,Jersey,/the-world-factbook/countries/jersey,,4,exports,2023-03-31
flowers,Jersey,/the-world-factbook/countries/jersey,,5,exports,2023-03-31
fertilizers,Jordan,/the-world-factbook/countries/jordan,2019,1,exports,2023-03-31
calcium phosphates,Jordan,/the-world-factbook/countries/jordan,2019,2,exports,2023-03-31
packaged medicines,Jordan,/the-world-factbook/countries/jordan,2019,3,exports,2023-03-31
clothing and apparel,Jordan,/the-world-factbook/countries/jordan,2019,4,exports,2023-03-31
phosphoric acid,Jordan,/the-world-factbook/countries/jordan,2019,5,exports,2023-03-31
crude petroleum,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,1,exports,2023-03-31
natural gas,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,2,exports,2023-03-31
copper,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,3,exports,2023-03-31
iron alloys,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,4,exports,2023-03-31
radioactive chemicals,Kazakhstan,/the-world-factbook/countries/kazakhstan,2019,5,exports,2023-03-31
tea,Kenya,/the-world-factbook/countries/kenya,2020,1,exports,2023-03-31
cut flowers,Kenya,/the-world-factbook/countries/kenya,2020,2,exports,2023-03-31
refined petroleum,Kenya,/the-world-factbook/countries/kenya,2020,3,exports,2023-03-31
gold,Kenya,/the-world-factbook/countries/kenya,2020,4,exports,2023-03-31
coffee,Kenya,/the-world-factbook/countries/kenya,2020,5,exports,2023-03-31
fish and fish produces,Kiribati,/the-world-factbook/countries/kiribati,2019,1,exports,2023-03-31
ships,Kiribati,/the-world-factbook/countries/kiribati,2019,2,exports,2023-03-31
coconut oil,Kiribati,/the-world-factbook/countries/kiribati,2019,3,exports,2023-03-31
copra,Kiribati,/the-world-factbook/countries/kiribati,2019,4,exports,2023-03-31
watch components,North Korea,/the-world-factbook/countries/korea-north,2019,1,exports,2023-03-31
fake hair,North Korea,/the-world-factbook/countries/korea-north,2019,2,exports,2023-03-31
iron alloys,North Korea,/the-world-factbook/countries/korea-north,2019,3,exports,2023-03-31
instructional models,North Korea,/the-world-factbook/countries/korea-north,2019,4,exports,2023-03-31
tungsten,North Korea,/the-world-factbook/countries/korea-north,2019,5,exports,2023-03-31
integrated circuits,South Korea,/the-world-factbook/countries/korea-south,2020,1,exports,2023-03-31
cars and vehicle parts,South Korea,/the-world-factbook/countries/korea-south,2020,2,exports,2023-03-31
refined petroleum,South Korea,/the-world-factbook/countries/korea-south,2020,3,exports,2023-03-31
ships,South Korea,/the-world-factbook/countries/korea-south,2020,4,exports,2023-03-31
office machinery,South Korea,/the-world-factbook/countries/korea-south,2020,5,exports,2023-03-31
mining and processed metal products,Kosovo,/the-world-factbook/countries/kosovo,,1,exports,2023-03-31
scrap metals,Kosovo,/the-world-factbook/countries/kosovo,,2,exports,2023-03-31
leather products,Kosovo,/the-world-factbook/countries/kosovo,,3,exports,2023-03-31
machinery,Kosovo,/the-world-factbook/countries/kosovo,,4,exports,2023-03-31
appliances,Kosovo,/the-world-factbook/countries/kosovo,,5,exports,2023-03-31
prepared foodstuffs,Kosovo,/the-world-factbook/countries/kosovo,,6,exports,2023-03-31
beverages and tobacco,Kosovo,/the-world-factbook/countries/kosovo,,7,exports,2023-03-31
vegetable products,Kosovo,/the-world-factbook/countries/kosovo,,8,exports,2023-03-31
textiles and apparel,Kosovo,/the-world-factbook/countries/kosovo,,9,exports,2023-03-31
crude petroleum,Kuwait,/the-world-factbook/countries/kuwait,2019,1,exports,2023-03-31
refined petroleum,Kuwait,/the-world-factbook/countries/kuwait,2019,2,exports,2023-03-31
aircraft,Kuwait,/the-world-factbook/countries/kuwait,2019,3,exports,2023-03-31
natural gas,Kuwait,/the-world-factbook/countries/kuwait,2019,4,exports,2023-03-31
industrial hydrocarbon products,Kuwait,/the-world-factbook/countries/kuwait,2019,5,exports,2023-03-31
gold,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,1,exports,2023-03-31
precious metals,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,2,exports,2023-03-31
various beans,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,3,exports,2023-03-31
refined petroleum,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,4,exports,2023-03-31
scrap copper,Kyrgyzstan,/the-world-factbook/countries/kyrgyzstan,2019,5,exports,2023-03-31
electricity,Laos,/the-world-factbook/countries/laos,2019,1,exports,2023-03-31
copper,Laos,/the-world-factbook/countries/laos,2019,2,exports,2023-03-31
rubber,Laos,/the-world-factbook/countries/laos,2019,3,exports,2023-03-31
gold,Laos,/the-world-factbook/countries/laos,2019,4,exports,2023-03-31
flavored water,Laos,/the-world-factbook/countries/laos,2019,5,exports,2023-03-31
lumber,Latvia,/the-world-factbook/countries/latvia,2019,1,exports,2023-03-31
broadcasting equipment,Latvia,/the-world-factbook/countries/latvia,2019,2,exports,2023-03-31
whiskey and other hard liquors,Latvia,/the-world-factbook/countries/latvia,2019,3,exports,2023-03-31
wheat,Latvia,/the-world-factbook/countries/latvia,2019,4,exports,2023-03-31
packaged medicines,Latvia,/the-world-factbook/countries/latvia,2019,5,exports,2023-03-31
gold,Lebanon,/the-world-factbook/countries/lebanon,2019,1,exports,2023-03-31
jewelry,Lebanon,/the-world-factbook/countries/lebanon,2019,2,exports,2023-03-31
shotguns,Lebanon,/the-world-factbook/countries/lebanon,2019,3,exports,2023-03-31
diamonds,Lebanon,/the-world-factbook/countries/lebanon,2019,4,exports,2023-03-31
scrap copper,Lebanon,/the-world-factbook/countries/lebanon,2019,5,exports,2023-03-31
diamonds,Lesotho,/the-world-factbook/countries/lesotho,2019,1,exports,2023-03-31
clothing and apparel,Lesotho,/the-world-factbook/countries/lesotho,2019,2,exports,2023-03-31
low-voltage protection equipment,Lesotho,/the-world-factbook/countries/lesotho,2019,3,exports,2023-03-31
wheat products,Lesotho,/the-world-factbook/countries/lesotho,2019,4,exports,2023-03-31
footwear,Lesotho,/the-world-factbook/countries/lesotho,2019,5,exports,2023-03-31
ships,Liberia,/the-world-factbook/countries/liberia,2019,1,exports,2023-03-31
iron,Liberia,/the-world-factbook/countries/liberia,2019,2,exports,2023-03-31
gold,Liberia,/the-world-factbook/countries/liberia,2019,3,exports,2023-03-31
rubber,Liberia,/the-world-factbook/countries/liberia,2019,4,exports,2023-03-31
crude petroleum,Liberia,/the-world-factbook/countries/liberia,2019,5,exports,2023-03-31
crude petroleum,Libya,/the-world-factbook/countries/libya,2019,1,exports,2023-03-31
natural gas,Libya,/the-world-factbook/countries/libya,2019,2,exports,2023-03-31
gold,Libya,/the-world-factbook/countries/libya,2019,3,exports,2023-03-31
refined petroleum,Libya,/the-world-factbook/countries/libya,2019,4,exports,2023-03-31
scrap iron,Libya,/the-world-factbook/countries/libya,2019,5,exports,2023-03-31
small specialty machinery,Liechtenstein,/the-world-factbook/countries/liechtenstein,,1,exports,2023-03-31
connectors for audio and video,Liechtenstein,/the-world-factbook/countries/liechtenstein,,2,exports,2023-03-31
parts for motor vehicles,Liechtenstein,/the-world-factbook/countries/liechtenstein,,3,exports,2023-03-31
dental products,Liechtenstein,/the-world-factbook/countries/liechtenstein,,4,exports,2023-03-31
hardware,Liechtenstein,/the-world-factbook/countries/liechtenstein,,5,exports,2023-03-31
prepared foodstuffs,Liechtenstein,/the-world-factbook/countries/liechtenstein,,6,exports,2023-03-31
electronic equipment,Liechtenstein,/the-world-factbook/countries/liechtenstein,,7,exports,2023-03-31
optical products,Liechtenstein,/the-world-factbook/countries/liechtenstein,,8,exports,2023-03-31
refined petroleum,Lithuania,/the-world-factbook/countries/lithuania,2019,1,exports,2023-03-31
furniture,Lithuania,/the-world-factbook/countries/lithuania,2019,2,exports,2023-03-31
cigarettes,Lithuania,/the-world-factbook/countries/lithuania,2019,3,exports,2023-03-31
wheat,Lithuania,/the-world-factbook/countries/lithuania,2019,4,exports,2023-03-31
polyethylene,Lithuania,/the-world-factbook/countries/lithuania,2019,5,exports,2023-03-31
iron and iron products,Luxembourg,/the-world-factbook/countries/luxembourg,2019,1,exports,2023-03-31
tires,Luxembourg,/the-world-factbook/countries/luxembourg,2019,2,exports,2023-03-31
cars,Luxembourg,/the-world-factbook/countries/luxembourg,2019,3,exports,2023-03-31
broadcasting equipment,Luxembourg,/the-world-factbook/countries/luxembourg,2019,4,exports,2023-03-31
clothing and apparel,Luxembourg,/the-world-factbook/countries/luxembourg,2019,5,exports,2023-03-31
broadcasting equipment,Macau,/the-world-factbook/countries/macau,2019,1,exports,2023-03-31
jewelry,Macau,/the-world-factbook/countries/macau,2019,2,exports,2023-03-31
watches,Macau,/the-world-factbook/countries/macau,2019,3,exports,2023-03-31
trunks/cases,Macau,/the-world-factbook/countries/macau,2019,4,exports,2023-03-31
telephones,Macau,/the-world-factbook/countries/macau,2019,5,exports,2023-03-31
vanilla,Madagascar,/the-world-factbook/countries/madagascar,2019,1,exports,2023-03-31
nickel,Madagascar,/the-world-factbook/countries/madagascar,2019,2,exports,2023-03-31
gold,Madagascar,/the-world-factbook/countries/madagascar,2019,3,exports,2023-03-31
