link,country,amount,note,year,retrieved
/the-world-factbook/countries/saint-kitts-and-nevis,Saint Kitts and Nevis,31200.0,data are in 2017 dollars,2019,2023-03-31
/the-world-factbook/countries/saint-lucia,Saint Lucia,13000.0,data are in 2017 dollars,2021,2023-03-31
/the-world-factbook/countries/saint-lucia,Saint Lucia,11700.0,data are in 2017 dollars,2020,2023-03-31
/the-world-factbook/countries/saint-lucia,Saint Lucia,15500.0,data are in 2017 dollars,2019,2023-03-31
/the-world-factbook/countries/saint-martin,Saint Martin,19300.0,,2005,2023-03-31
/the-world-factbook/countries/saint-pierre-and-miquelon,Saint Pierre and Miquelon,46200.0,,2006,2023-03-31
/the-world-factbook/countries/saint-pierre-and-miquelon,Saint Pierre and Miquelon,34900.0,,2005,2023-03-31
/the-world-factbook/countries/saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,13700.0,data are in 2017 dollars,2021,2023-03-31
/the-world-factbook/countries/saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,13500.0,data are in 2017 dollars,2020,2023-03-31
/the-world-factbook/countries/saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,14200.0,data are in 2017 dollars,2019,2023-03-31
/the-world-factbook/countries/samoa,Samoa,5500.0,data are in 2017 dollars,2021,2023-03-31
/the-world-factbook/countries/samoa,Samoa,6100.0,data are in 2017 dollars,2020,2023-03-31
/the-world-factbook/countries/samoa,Samoa,6300.0,data are in 2017 dollars,2019,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,56400.0,,2020,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,60100.0,,2019,2023-03-31
/the-world-factbook/countries/san-marino,San Marino,58900.0,,2018,2023-03-31
/the-world-factbook/countries/sao-tome-and-principe,Sao Tome and Principe,4100.0,data are in 2017 dollars,2021,2023-03-31
/the-world-factbook/countries/sao-tome-and-principe,Sao Tome and Principe,4100.0,data are in 2017 dollars,2020,2023-03-31
